产品代码,产品名称,净值,累计净值,风险等级,业绩基准,状态
"FBAE41518C","民生理财贵竹固收增利季季盈90天持有期18号理财产品C",1.020001,1.020001,2,"2.40%-3.10%","在售"
"FBAE41518A","民生理财贵竹固收增利季季盈90天持有期18号理财产品A",1.019423,1.019423,2,"2.35%-3.05%","在售"
"FBAE60219A","民生理财富竹纯债14天持有期19号理财产品",1.0232,1.0232,2,"1.50%-2.20%","在售"
"FBAE88005A","民生理财贵竹固收增利天天发5号理财产品",1.0679,1.0679,2,"1.30%-2.00%","在售"
"FBAF19089M","民生理财天天增利现金管理89号理财产品M",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19077N","民生理财天天增利现金管理73号理财产品N",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19077E","民生理财天天增利现金管理73号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19077F","民生理财天天增利现金管理73号理财产品F",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE60527A","民生理财富竹纯债91天持有期27号理财产品",1.0691,1.0691,2,"1.60%-2.30%","在售"
"FBAE67105A","民生理财贵竹固收增利月月发30天持有期5号理财产品",1.0225,1.0225,2,"1.50%-2.20%","在售"
"FBAE67105Q","民生理财贵竹固收增利月月发30天持有期5号理财产品Q",1.0231,1.0231,2,"1.50%-2.20%","在售"
"FBAE60618A","民生理财富竹纯债182天持有期18号理财产品",1.0482,1.0482,2,"1.80%-2.50%","在售"
"FBAE67105S","民生理财贵竹固收增利月月发30天持有期5号理财产品S",1.0232,1.0232,2,"1.50%-2.20%","在售"
"FBAE67105G","民生理财贵竹固收增利月月发30天持有期5号理财产品G",1.0231,1.0231,2,"1.50%-2.20%","在售"
"FBAE60306N","民生理财富竹纯债28天持有期6号理财产品N",1.0389,1.0389,2,"1.50%-2.20%","在售"
"FBAE46406E","民生理财贵竹固收增强半年持有期6号理财产品E",1.0452,1.0452,3,"2.20%-3.20%","在售"
"FBAE46406A","民生理财贵竹固收增强半年持有期6号理财产品",1.0464,1.0464,3,"2.20%-3.20%","在售"
"FBAF19105F","民生理财天天增利现金管理105号理财产品F",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19105E","民生理财天天增利现金管理105号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19105N","民生理财天天增利现金管理105号理财产品N",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19035A","民生理财天天增利现金管理31号理财产品",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19034A","民生理财天天增利现金管理30号理财产品",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19033A","民生理财天天增利现金管理29号理财产品",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19032A","民生理财天天增利现金管理28号理财产品",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19031A","民生理财天天增利现金管理27号理财产品",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19030A","民生理财天天增利现金管理26号理财产品",1.0,1.0,1,"同期七天通知存款利率","在售"
"FSAF19029A","民生理财天天增利现金管理25号理财产品",1.0,1.0,1,"同期七天通知存款利率","在售"
"FSAF19028A","民生理财天天增利现金管理24号理财产品",1.0,1.0,1,"同期七天通知存款利率","在售"
"FSAF19027A","民生理财天天增利现金管理23号理财产品",1.0,1.0,1,"同期七天通知存款利率","在售"
"FSAF19026A","民生理财天天增利现金管理22号理财产品",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE67201A","民生理财贵竹固收增利季季发90天持有期1号理财产品",1.0954,1.0954,2,"1.60%-2.30%","在售"
"FBAE61004A","民生理财富竹纯债91天持有期2号理财产品",1.0608,1.0608,2,"1.60%-2.30%","在售"
"FBAE67301A","民生理财贵竹固收增利半年发180天持有期1号理财产品",1.0699,1.0699,2,"1.80%-2.50%","在售"
"FBAE68619A","民生理财贵竹固收增利半年持有期2号理财产品",1.0623,1.0623,2,"2.00%-2.80%","在售"
"FBAE68104A","民生理财贵竹固收增强半年持有期2号理财产品",1.0842,1.0842,3,"2.20%-3.20%","在售"
"FBAF19036F","民生理财天天增利现金管理32号理财产品F",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE61105A","民生理财富竹纯债半年持有期2号理财产品",1.0651,1.0651,2,"1.80%-2.50%","在售"
"FBAE67202A","民生理财贵竹固收增利季季发90天持有期2号理财产品",1.072,1.072,2,"1.60%-2.30%","在售"
"FBAF19037F","民生理财天天增利现金管理33号理财产品F",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19037M","民生理财天天增利现金管理33号理财产品M",1.0,1.0,1,"同期七天通知存款利率","在售"
"FSAE68016F","民生理财贵竹固收增利季季盈90天持有期2号理财产品F",1.058197,1.058197,2,"1.60%-2.30%","在售"
"FSAE68004E","民生理财贵竹固收增利双月盈60天持有期1号理财产品E",1.085709,1.085709,2,"1.50%-2.20%","在售"
"FBAG19461A","民生理财富竹固收安心三年封闭1号理财产品",1.0404,1.0904,2,"4.15%-4.35%","已结束"
"FBAF19032J","民生理财天天增利现金管理28号理财产品J",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE68021E","民生理财贵竹固收增利天天盈10号理财产品E",1.066744,1.066744,2,"1.00%-2.00%","在售"
"FBAF19037A","民生理财天天增利现金管理33号理财产品A",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE61005A","民生理财富竹纯债3个月持有期1号理财产品",1.0596,1.0596,2,"1.60%-2.30%","在售"
"FBAE68023A","民生理财贵竹固收增利周周盈7天持有期4号理财产品",1.058605,1.058605,2,"1.20%-2.20%","在售"
"FBAE68028A","民生理财贵竹固收增利天天盈14号理财产品A",1.050876,1.050876,2,"1.00%-2.00%","在售"
"FBAE68029A","民生理财贵竹固收增利天天盈15号理财产品A",1.05226,1.05226,2,"1.00%-2.00%","在售"
"FSAF19012E","民生理财天天增利现金管理8号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE41202A","民生理财贵竹固收增利双周盈14天持有期2号理财产品",1.056186,1.056186,2,"1.20%-2.20%","在售"
"FBAE68105A","民生理财贵竹固收增强半年持有期3号理财产品",1.0781,1.0781,3,"2.80%-3.40%","在售"
"FBAE41305A","民生理财贵竹固收增利月月盈30天持有期5号理财产品",1.05451,1.05451,2,"1.50%-2.20%","在售"
"FBAE68022S","民生理财贵竹固收增利周周盈7天持有期3号理财产品S",1.070508,1.070508,2,"1.20%-2.20%","在售"
"FBAE60201A","民生理财富竹纯债14天持有期1号理财产品",1.0534,1.0534,2,"1.50%-2.20%","在售"
"FBAE60101A","民生理财富竹纯债7天持有期1号理财产品",1.0529,1.0529,2,"1.50%-2.20%","在售"
"FBAE71801A","民生理财荣竹混合半年持有期1号理财产品",1.112,1.112,3,"2.20%-3.40%","在售"
"FBAE41107A","民生理财贵竹固收增利周周盈7天持有期7号理财产品",1.053063,1.053063,2,"1.20%-2.20%","在售"
"FBAE41203A","民生理财贵竹固收增利双周盈14天持有期3号理财产品",1.055864,1.055864,2,"1.20%-2.20%","在售"
"FBAF19047E","民生理财天天增利现金管理43号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE61006A","民生理财富竹纯债91天持有期3号理财产品",1.0629,1.0629,2,"1.60%-2.30%","在售"
"FBAE68024Z","民生理财贵竹固收增利月月盈30天持有期2号理财产品Z",1.072338,1.072338,2,"1.50%-2.20%","在售"
"FBAF19032B","民生理财天天增利现金管理28号理财产品B",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE61106A","民生理财富竹纯债182天持有期3号理财产品",1.0615,1.0615,2,"1.80%-2.50%","在售"
"FBAG19462Q","民生理财富竹固收安心三年封闭2号理财产品Q",1.0354,1.0754,2,"4.19%-4.39%","已结束"
"FBAG19462A","民生理财富竹固收安心三年封闭2号理财产品A",1.0332,1.0732,2,"4.10%-4.30%","已结束"
"FBAF19048E","民生理财天天增利现金管理44号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FSAF19003B","民生理财天天增利现金管理3号理财产品B",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19038E","民生理财天天增利现金管理34号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FSAF19013B","民生理财天天增利现金管理9号理财产品B",1.0,1.0,1,"同期七天通知存款利率","在售"
"FSAF19013E","民生理财天天增利现金管理9号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE41504A","民生理财贵竹固收增利季季盈90天持有期4号理财产品",1.05114,1.05114,2,"2.30%-3.00%","在售"
"FBAE68621A","民生理财贵竹固收增利半年持有期4号理财产品",1.057,1.057,2,"2.00%-2.80%","在售"
"FBAE68025E","民生理财贵竹固收增利天天盈11号理财产品E",1.056649,1.056649,2,"1.1%（年化）+10%*中债-新综合全价（1年以下）指数收益率","在售"
"FBAF19030G","民生理财天天增利现金管理26号理财产品G",1.0,1.0,1,"同期七天通知存款利率","在售"
"FSAF19005B","民生理财天天增利现金管理5号理财产品B",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE68024D","民生理财贵竹固收增利月月盈30天持有期2号理财产品D",1.071793,1.071793,2,"1.50%-2.20%","在售"
"FSAF19012F","民生理财天天增利现金管理8号理财产品F",1.0,1.0,1,"同期七天通知存款利率","在售"
"FSAF19189N","民生理财天天增利现金管理灵动款理财产品N",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE68620A","民生理财贵竹固收增利半年持有期3号理财产品",1.0582,1.0582,2,"2.00%-2.80%","在售"
"FBAE83001A","民生理财银竹混合灵动A股机遇理财产品",1.2676,1.2676,4,"封闭期内：持有期间绝对收益目标为20%；封闭期结束后：4%-8%（成立以来年化）","在售"
"FBAE61106F","民生理财富竹纯债182天持有期3号理财产品F",1.0607,1.0607,2,"1.80%-2.50%","在售"
"FBAE61006F","民生理财富竹纯债91天持有期3号理财产品F",1.0641,1.0641,2,"1.60%-2.30%","在售"
"FSAF19006B","民生理财天天增利现金管理6号理财产品B",1.0,1.0,1,"同期七天通知存款利率","在售"
"FSAF19002C","民生理财天天增利现金管理2号理财产品C",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE41306A","民生理财贵竹固收增利月月盈30天持有期6号理财产品",1.051718,1.051718,2,"1.50%-2.20%","在售"
"FBAF19047F","民生理财天天增利现金管理43号理财产品F",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE60202A","民生理财富竹纯债14天持有期2号理财产品",1.0482,1.0482,2,"1.50%-2.20%","在售"
"FBAE60102A","民生理财富竹纯债7天持有期2号理财产品",1.0481,1.0481,2,"1.50%-2.20%","在售"
"FBAE41108A","民生理财贵竹固收增利周周盈7天持有期8号理财产品",1.049019,1.049019,2,"1.20%-2.20%","在售"
"FBAF19050E","民生理财天天增利现金管理46号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE41204A","民生理财贵竹固收增利双周盈14天持有期4号理财产品",1.055614,1.055614,2,"1.20%-2.20%","在售"
"FBAE61007A","民生理财富竹纯债91天持有期4号理财产品",1.0875,1.0875,2,"1.60%-2.30%","在售"
"FBAF19049E","民生理财天天增利现金管理45号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FSAF19014E","民生理财天天增利现金管理10号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE61106G","民生理财富竹纯债182天持有期3号理财产品G",1.063,1.063,2,"1.80%-2.50%","在售"
"FBAE61107A","民生理财富竹纯债182天持有期4号理财产品",1.0514,1.0514,2,"1.80%-2.50%","在售"
"FBAE41202M","民生理财贵竹固收增利双周盈14天持有期2号理财产品M",1.057334,1.057334,2,"1.20%-2.20%","在售"
"FBAF19055E","民生理财天天增利现金管理51号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE41202E","民生理财贵竹固收增利双周盈14天持有期2号理财产品E",1.051619,1.051619,2,"1.20%-2.20%","在售"
"FBAE61106E","民生理财富竹纯债182天持有期3号理财产品E",1.0592,1.0592,2,"1.80%-2.50%","在售"
"FBAE61006E","民生理财富竹纯债91天持有期3号理财产品E",1.0605,1.0605,2,"1.60%-2.30%","在售"
"FBAF19056G","民生理财天天增利现金管理52号理财产品G",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE68108A","民生理财贵竹固收增强量化策略半年持有期理财产品",1.0331,1.0331,3,"2.20%-3.20%","在售"
"FBAF19039E","民生理财天天增利现金管理35号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE68026G","民生理财贵竹固收增利天天盈12号理财产品G",1.048595,1.048595,2,"1.00%-2.00%","在售"
"FBAF19039F","民生理财天天增利现金管理35号理财产品F",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19049A","民生理财天天增利现金管理45号理财产品A",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE60103A","民生理财富竹纯债7天持有期3号理财产品",1.0471,1.0471,2,"1.50%-2.20%","在售"
"FBAE41018A","民生理财贵竹固收增利天天盈18号理财产品A",1.046827,1.046827,2,"1.00%-2.00%","在售"
"FBAE41019A","民生理财贵竹固收增利天天盈19号理财产品A",1.040959,1.040959,2,"1.00%-2.00%","在售"
"FBAE41021E","民生理财贵竹固收增利天天盈21号理财产品E",1.049865,1.049865,2,"1.00%-2.00%","在售"
"FBAF19053E","民生理财天天增利现金管理49号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19059E","民生理财天天增利现金管理55号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19059F","民生理财天天增利现金管理55号理财产品F",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19056A","民生理财天天增利现金管理52号理财产品A",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE61008A","民生理财富竹纯债91天持有期5号理财产品",1.0591,1.0591,2,"1.60%-2.30%","在售"
"FSAF19017B","民生理财天天增利现金管理13号理财产品B",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE41202F","民生理财贵竹固收增利双周盈14天持有期2号理财产品F",1.056614,1.056614,2,"1.20%-2.20%","在售"
"FBAE43629A","民生理财茂竹双债增强半年持有期9号理财产品",1.0229,1.0229,2,"2.40%-3.20%","在售"
"FBAF19049F","民生理财天天增利现金管理45号理财产品F",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19128N","民生理财天天增利现金管理128号理财产品N",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE41214A","民生理财贵竹固收增利双周盈14天持有期14号理财产品A",1.040133,1.040133,2,"1.20%-2.20%","在售"
"FBAE71100A","民生理财荣竹混合沪港深精选日开1号理财产品",1.0097,1.0097,3,"2.20%-3.20%","在售"
"FBAE36009A","民生理财贵竹固收增利天天鑫9号理财产品",1.02872,1.02872,2,"1.30%-2.50%","在售"
"FBAE48307A","民生理财茂竹固收1个月持有期7号理财产品",1.0103,1.0103,2,"2.20%-2.80%","在售"
"FBAE48307S","民生理财茂竹固收1个月持有期7号理财产品S",1.0107,1.0107,2,"2.25%-2.85%","在售"
"FBAE47606A","民生理财贵竹固收增利369天持有期6号理财产品",1.0401,1.0401,2,"2.50%-3.40%","在售"
"FBAE46410A","民生理财贵竹固收增强半年持有期10号理财产品",1.0395,1.0395,3,"2.50%-3.40%","在售"
"FBAE60312G","民生理财富竹纯债28天持有期12号理财产品G",1.0361,1.0361,2,"1.50%-2.20%","在售"
"FBAG62174A","民生理财富竹固收优选封闭74号理财产品A",1.0243,1.0243,2,"2.60%-2.90%","已结束"
"FBAG65127A","民生理财贵竹添利优选封闭27号理财产品A",1.0192,1.0192,2,"2.76%-3.06%","已结束"
"FBAG65127D","民生理财贵竹添利优选封闭27号理财产品D",1.0204,1.0204,2,"2.90%-3.20%","已结束"
"FBAG62172G","民生理财富竹固收优选封闭72号理财产品G",1.0192,1.0192,2,"2.62%-2.92%","已结束"
"FBAG62172E","民生理财富竹固收优选封闭72号理财产品E",1.0192,1.0192,2,"2.62%-2.92%","已结束"
"FBAG62172F","民生理财富竹固收优选封闭72号理财产品F",1.0196,1.0196,2,"2.67%-2.97%","已结束"
"FBAG62172P","民生理财富竹固收优选封闭72号理财产品P",1.0188,1.0188,2,"2.57%-2.87%","已结束"
"FBAG62175A","民生理财富竹固收优选封闭75号理财产品A",1.0224,1.0224,2,"2.60%-2.90%","已结束"
"FBAG65129K","民生理财贵竹添利优选封闭29号理财产品K",1.0179,1.0179,2,"2.60%-2.90%","已结束"
"FBAG62160A","民生理财富竹固收优选封闭60号理财产品A",1.0284,1.0284,2,"2.75%-3.05%","已结束"
"FBAG62160B","民生理财富竹固收优选封闭60号理财产品B",1.029,1.029,2,"2.80%-3.10%","已结束"
"FBAG62160H","民生理财富竹固收优选封闭60号理财产品H",1.029,1.029,2,"2.80%-3.10%","已结束"
"FBAG62160D","民生理财富竹固收优选封闭60号理财产品D",1.029,1.029,2,"2.80%-3.10%","已结束"
"FBAG62160S","民生理财富竹固收优选封闭60号理财产品S",1.029,1.029,2,"2.80%-3.10%","已结束"
"FBAG62160Q","民生理财富竹固收优选封闭60号理财产品Q",1.0295,1.0295,2,"2.84%-3.14%","已结束"
"FBAG62160J","民生理财富竹固收优选封闭60号理财产品J",1.0295,1.0295,2,"2.84%-3.14%","已结束"
"FBAG62160G","民生理财富竹固收优选封闭60号理财产品G",1.0284,1.0284,2,"2.75%-3.05%","已结束"
"FBAE60407P","民生理财富竹纯债60天持有期7号理财产品P",1.0287,1.0287,2,"2.30%-2.90%","在售"
"FBAE49001A","民生理财茂竹纯债日开1号理财产品",1.0212,1.0212,2,"2.00%-3.00%","在售"
"FBAE46731A","民生理财贵竹固收增强红利价值半年持有期1号理财产品",1.0474,1.0474,3,"2.70%-3.50%","在售"
"FBAE46731E","民生理财贵竹固收增强红利价值半年持有期1号理财产品E",1.0431,1.0431,3,"2.70%-3.50%","在售"
"FBAE46101A","民生理财贵竹固收增强1个月持有期1号理财产品",1.0283,1.0283,3,"2.40%-3.00%","在售"
"FBAF19176A","民生理财天天增利现金管理176号理财产品A",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19176E","民生理财天天增利现金管理176号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19176F","民生理财天天增利现金管理176号理财产品F",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19086N","民生理财天天增利现金管理86号理财产品N",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19086M","民生理财天天增利现金管理86号理财产品M",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE41519A","民生理财贵竹固收增利季季盈90天持有期19号理财产品A",1.039957,1.039957,2,"1.60%-2.30%","在售"
"FBAG65119Q","民生理财贵竹添利优选封闭19号理财产品Q",1.0323,1.0323,2,"2.79%-3.09%","已结束"
"FBAG62198A","民生理财富竹固收优选封闭98号理财产品A",1.0169,1.0169,2,"2.80%-3.10%","已结束"
"FBAE42171P","民生理财贵竹固收稳利红利半年持有期1号理财产品P",1.0277,1.0277,2,"2.50%-3.30%","在售"
"FBAE42171E","民生理财贵竹固收稳利红利半年持有期1号理财产品E",1.0277,1.0277,2,"2.50%-3.30%","在售"
"FBAE60318F","民生理财富竹纯债28天持有期18号理财产品F",1.031,1.031,2,"1.50%-2.20%","在售"
"FBAE41530F","民生理财贵竹固收增利季季盈90天持有期30号理财产品F",1.019495,1.019495,2,"1.60%-2.30%","在售"
"FBAE60318P","民生理财富竹纯债28天持有期18号理财产品P",1.0317,1.0317,2,"1.50%-2.20%","在售"
"FBAE41530E","民生理财贵竹固收增利季季盈90天持有期30号理财产品E",1.019495,1.019495,2,"1.60%-2.30%","在售"
"FBAE41530P","民生理财贵竹固收增利季季盈90天持有期30号理财产品P",1.019495,1.019495,2,"1.60%-2.30%","在售"
"FBAE41149A","民生理财贵竹固收增利周周盈7天持有期49号理财产品A",1.026881,1.026881,2,"1.20%-2.20%","在售"
"FBAE41211F","民生理财贵竹固收增利双周盈14天持有期11号理财产品F",1.028006,1.028006,2,"2.10%-2.60%","在售"
"FBAE41211M","民生理财贵竹固收增利双周盈14天持有期11号理财产品M",1.027458,1.027458,2,"2.10%-2.60%","在售"
"FBAE41211P","民生理财贵竹固收增利双周盈14天持有期11号理财产品P",1.028129,1.028129,2,"2.10%-2.60%","在售"
"FBAE42201A","民生理财贵竹固收稳利9个月持有期1号理财产品",1.0301,1.0301,2,"2.00%-2.80%","在售"
"FBAE41145E","民生理财贵竹固收增利周周盈7天持有期45号理财产品E",1.034303,1.034303,2,"1.20%-2.20%","在售"
"FBAE41145P","民生理财贵竹固收增利周周盈7天持有期45号理财产品P",1.034303,1.034303,2,"1.20%-2.20%","在售"
"FBAE41145F","民生理财贵竹固收增利周周盈7天持有期45号理财产品F",1.034305,1.034305,2,"1.20%-2.20%","在售"
"FBAE60105Q","民生理财富竹纯债7天持有期5号理财产品Q",1.0456,1.0456,2,"1.50%-2.20%","在售"
"FBAE60105S","民生理财富竹纯债7天持有期5号理财产品S",1.0451,1.0451,2,"1.50%-2.20%","在售"
"FBAE47610A","民生理财贵竹固收增利369天持有期10号理财产品",1.0292,1.0292,2,"2.20%-3.00%","在售"
"FBAE60518S","民生理财富竹纯债91天持有期18号理财产品S",1.041,1.041,2,"1.60%-2.30%","在售"
"FBAE60518Q","民生理财富竹纯债91天持有期18号理财产品Q",1.0405,1.0405,2,"1.60%-2.30%","在售"
"FBAE41407P","民生理财贵竹固收增利双月盈60天持有期7号理财产品P",1.02074,1.02074,2,"1.50%-2.20%","在售"
"FBAG62706K","民生理财富竹固收优选封闭合享6号理财产品K",1.0173,1.0173,2,"2.85%-3.15%","已结束"
"FBAG62706F","民生理财富竹固收优选封闭合享6号理财产品F",1.0173,1.0173,2,"2.85%-3.15%","已结束"
"FBAG62706E","民生理财富竹固收优选封闭合享6号理财产品E",1.017,1.017,2,"2.80%-3.10%","已结束"
"FBAG62706M","民生理财富竹固收优选封闭合享6号理财产品M",1.0163,1.0163,2,"2.70%-3.00%","已结束"
"FBAF19206B","民生理财天天增利现金管理206号理财产品B",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19206G","民生理财天天增利现金管理206号理财产品G",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE41403A","民生理财贵竹固收增利双月盈60天持有期3号理财产品（个金）",1.061,1.061,2,"1.70%-2.20%","在售"
"FBAF19206M","民生理财天天增利现金管理206号理财产品M",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19206P","民生理财天天增利现金管理206号理财产品P",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19206E","民生理财天天增利现金管理206号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAG62602A","民生理财富竹固收优选稳健封闭2号理财产品A",1.0147,1.0147,2,"2.75%-3.15%","已结束"
"FBAG62602H","民生理财富竹固收优选稳健封闭2号理财产品H",1.0151,1.0151,2,"2.80%-3.20%","已结束"
"FBAG62602K","民生理财富竹固收优选稳健封闭2号理财产品K",1.0151,1.0151,2,"2.80%-3.20%","已结束"
"FBAG62602S","民生理财富竹固收优选稳健封闭2号理财产品S",1.0151,1.0151,2,"2.80%-3.20%","已结束"
"FBAG62602Q","民生理财富竹固收优选稳健封闭2号理财产品Q",1.0154,1.0154,2,"2.85%-3.25%","已结束"
"FBAG62602G","民生理财富竹固收优选稳健封闭2号理财产品G",1.0151,1.0151,2,"2.80%-3.20%","已结束"
"FBAG62604A","民生理财富竹固收优选稳健封闭4号理财产品A",1.0128,1.0128,2,"2.20%-2.60%","已结束"
"FBAG62198D","民生理财富竹固收优选封闭98号理财产品D",1.0169,1.0169,2,"2.80%-3.10%","已结束"
"FBAE60407Q","民生理财富竹纯债60天持有期7号理财产品Q",1.03,1.03,2,"2.30%-2.90%","在售"
"FBAE60407S","民生理财富竹纯债60天持有期7号理财产品S",1.0296,1.0296,2,"2.30%-2.90%","在售"
"FBAE42171F","民生理财贵竹固收稳利红利半年持有期1号理财产品F",1.0277,1.0277,2,"2.50%-3.30%","在售"
"FBAG62604C","民生理财富竹固收优选稳健封闭4号理财产品C",1.0135,1.0135,2,"2.30%-2.70%","已结束"
"FBAG62604S","民生理财富竹固收优选稳健封闭4号理财产品S",1.0135,1.0135,2,"2.30%-2.70%","已结束"
"FBAF19221A","民生理财天天增利现金管理221号理财产品A",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE92001G","民生理财贵竹固收增利双债增强日开1号理财产品G",1.0403,1.0403,2,"2.20%-3.40%","在售"
"FBAE41147E","民生理财贵竹固收增利周周盈7天持有期47号理财产品E",1.019976,1.019976,2,"1.20%-2.20%","在售"
"FBAF19221E","民生理财天天增利现金管理221号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE41147F","民生理财贵竹固收增利周周盈7天持有期47号理财产品F",1.019976,1.019976,2,"1.20%-2.20%","在售"
"FBAE41147P","民生理财贵竹固收增利周周盈7天持有期47号理财产品P",1.019976,1.019976,2,"1.20%-2.20%","在售"
"FBAG62603S","民生理财富竹固收优选稳健封闭3号理财产品S",1.0148,1.0148,2,"2.80%-3.20%","已结束"
"FBAE41407F","民生理财贵竹固收增利双月盈60天持有期7号理财产品F",1.020716,1.020716,2,"1.50%-2.20%","在售"
"FBAE41407E","民生理财贵竹固收增利双月盈60天持有期7号理财产品E",1.022443,1.022443,2,"1.50%-2.20%","在售"
"FBAE43521G","民生理财茂竹双债增强3个月持有期1号理财产品G",1.0251,1.0251,2,"2.40%-3.20%","在售"
"FBAE48504S","民生理财茂竹固收3个月持有期4号理财产品S",1.0164,1.0164,2,"2.10%-2.80%","在售"
"FBAE41335E","民生理财贵竹固收增利月月盈30天持有期35号理财产品E",1.029625,1.029625,2,"1.50%-2.20%","在售"
"FBAE41335P","民生理财贵竹固收增利月月盈30天持有期35号理财产品P",1.029418,1.029418,2,"1.50%-2.20%","在售"
"FBAE41335F","民生理财贵竹固收增利月月盈30天持有期35号理财产品F",1.029617,1.029617,2,"1.50%-2.20%","在售"
"FBAE60616Q","民生理财富竹纯债182天持有期16号理财产品Q",1.0566,1.0566,2,"1.80%-2.50%","在售"
"FBAG62604G","民生理财富竹固收优选稳健封闭4号理财产品G",1.0128,1.0128,2,"2.20%-2.60%","已结束"
"FBAE34111A","民生理财富竹固收7天持有期11号理财产品",1.0412,1.0412,2,"1.20%-2.20%","在售"
"FBAE60326A","民生理财富竹纯债28天持有期26号理财产品",1.0314,1.0314,2,"1.50%-2.20%","在售"
"FBAG62196A","民生理财富竹固收优选封闭96号理财产品A",1.0128,1.0128,2,"2.50%-2.80%","已结束"
"FBAG62196S","民生理财富竹固收优选封闭96号理财产品S",1.0131,1.0131,2,"2.55%-2.85%","已结束"
"FBAG62196J","民生理财富竹固收优选封闭96号理财产品J",1.0135,1.0135,2,"2.60%-2.90%","已结束"
"FBAG65134A","民生理财贵竹添利优选封闭34号理财产品A",1.0186,1.0186,2,"2.80%-3.10%","已结束"
"FBAG65134D","民生理财贵竹添利优选封闭34号理财产品D",1.0186,1.0186,2,"2.80%-3.10%","已结束"
"FBAG65134K","民生理财贵竹添利优选封闭34号理财产品K",1.0186,1.0186,2,"2.80%-3.10%","已结束"
"FBAE51402A","民生理财贵竹固收增强量化精选日开2号理财产品",1.0228,1.0228,3,"2.20%-4.00%","在售"
"FBAE31011E","民生理财富竹固收天天盈11号理财产品E",1.020237,1.020237,2,"1.30%-2.50%","在售"
"FBAE31011F","民生理财富竹固收天天盈11号理财产品F",1.020237,1.020237,2,"1.30%-2.50%","在售"
"FBAG98093E","民生理财富竹固收封闭93号理财产品E",1.0119,1.0119,2,"2.40%-2.70%","已结束"
"FBAG62603K","民生理财富竹固收优选稳健封闭3号理财产品K",1.0148,1.0148,2,"2.80%-3.20%","已结束"
